ciclo,lote,uf,veiculo,data,distancia_percorrida
ciclo 2,3,SC,PYU-7216,2021-09-22,"77,0"
ciclo 2,3,SC,PYU-7216,2021-11-01,"203,0"
ciclo 2,3,SC,PYU-7216,2021-11-02,"154,0"
ciclo 2,3,SC,PYU-7216,2021-11-03,"73,0"
ciclo 2,3,SC,PYU-7216,2021-11-04,"25,0"
ciclo 2,3,SC,PYU-7216,2021-11-05,"85,0"
ciclo 2,3,SC,PYU-7216,2021-11-09,"144,0"
ciclo 2,3,SC,PYU-7216,2021-11-10,"111,0"
ciclo 2,3,SC,PYU-7216,2021-11-11,"128,0"
ciclo 2,3,SC,PYU-7216,2021-11-18,"47,0"
ciclo 2,3,SC,PYU-7216,2021-11-19,"74,0"
ciclo 2,3,SC,PYU-7216,2021-11-20,"10,0"
ciclo 2,3,SC,PYU-7216,2021-11-21,"109,0"
ciclo 2,3,SC,PYU-7216,2021-12-13,"11,0"
ciclo 2,3,SC,PYU-7216,2022-03-23,"3,0"
ciclo 2,3,SP,ASE-4733,2022-03-08,"42,0"
ciclo 2,3,SP,ASE-4733,2022-03-16,"53,0"
ciclo 2,3,SP,ASE-4733,2022-03-20,"14,0"
ciclo 3,1,AC,QXH-5I98,2022-08-21,"133,0"
ciclo 3,1,AC,QXH-5I98,2022-08-22,"279,0"
ciclo 3,1,AC,QXH-5I98,2022-08-23,"4,0"
ciclo 3,1,AC,QXH-5I98,2022-08-24,"79,0"
ciclo 3,1,AC,QXH-5I98,2022-08-25,"187,0"
ciclo 3,1,AC,QXH-5I98,2022-08-26,"312,0"
ciclo 3,1,AC,QXH-5I98,2022-08-27,"172,0"
ciclo 3,1,AC,QXH-5I98,2022-08-28,"31,0"
ciclo 3,1,AM,QXH-5I98,2022-07-28,"5,0"
ciclo 3,1,AM,QXH-5I98,2022-08-04,"135,0"
ciclo 3,1,AM,QXH-5I98,2022-08-05,"118,0"
ciclo 3,1,AM,QXH-5I98,2022-08-13,"0,0"
ciclo 3,1,AM,QXH-5I98,2022-08-14,"184,0"
ciclo 3,1,AM,QXH-5I98,2022-08-16,"15,0"
ciclo 3,1,AM,QXH-5I98,2022-08-17,"57,0"
ciclo 3,1,AM,QXH-5I98,2022-08-18,"61,0"
ciclo 3,1,AM,QXH-5I98,2022-08-21,"64,0"
ciclo 3,1,AP,QXH-5I98,2022-07-03,"112,0"
ciclo 3,1,AP,QXH-5I98,2022-07-04,"309,0"
ciclo 3,1,AP,QXH-5I98,2022-07-05,"52,0"
ciclo 3,1,DF,QXH-5I98,2022-06-11,"47,0"
ciclo 3,1,DF,RFA-5H23,2022-06-09,"49,0"
ciclo 3,1,DF,RFA-5H23,2022-06-10,"17,0"
ciclo 3,1,DF,RFA-5H23,2022-06-11,"16,0"
ciclo 3,1,DF,RFA-5H23,2022-06-15,"29,0"
ciclo 3,1,DF,RFA-5H23,2022-06-16,"49,0"
ciclo 3,1,GO,QXH-5I98,2022-06-11,"17,0"
ciclo 3,1,GO,QXH-5I98,2022-06-12,"105,0"
ciclo 3,1,GO,QXH-5I98,2022-06-13,"44,0"
ciclo 3,1,GO,RFA-5H23,2022-06-10,"28,0"
ciclo 3,1,GO,RFA-5H23,2022-06-11,"25,0"
ciclo 3,1,GO,RFA-5H23,2022-06-12,"83,0"
ciclo 3,1,GO,RFA-5H23,2022-06-13,"107,0"
ciclo 3,1,GO,RFA-5H23,2022-06-14,"84,0"
ciclo 3,1,GO,RFA-5H23,2022-06-16,"69,0"
ciclo 3,1,GO,RFA-5H23,2022-06-17,"28,0"
ciclo 3,1,GO,RFA-5H23,2022-06-18,"136,0"
ciclo 3,1,GO,RFA-5H23,2022-06-19,"54,0"
ciclo 3,1,GO,RFA-5H23,2022-06-20,"157,0"
ciclo 3,1,GO,RFA-5H23,2022-06-29,"85,0"
ciclo 3,1,GO,RFA-5H23,2022-07-02,"97,0"
ciclo 3,1,GO,RFA-5H23,2022-07-03,"159,0"
ciclo 3,1,GO,RFA-5H23,2022-07-04,"194,0"
ciclo 3,1,GO,RFA-5H23,2022-07-05,"114,0"
ciclo 3,1,GO,RFA-5H23,2022-07-06,"203,0"
ciclo 3,1,GO,RFA-5H23,2022-07-07,"106,0"
ciclo 3,1,GO,RFA-5H23,2022-07-08,"96,0"
ciclo 3,1,GO,RFA-5H23,2022-07-29,"18,0"
ciclo 3,1,GO,RFA-5H23,2022-07-30,"168,0"
ciclo 3,1,GO,RFA-5H23,2022-08-19,"68,0"
ciclo 3,1,GO,RFA-5H23,2022-08-20,"3,0"
ciclo 3,1,MS,RFA-5H23,2022-06-30,"205,0"
ciclo 3,1,MS,RFA-5H23,2022-07-01,"50,0"
ciclo 3,1,MS,RFA-5H23,2022-07-09,"148,0"
ciclo 3,1,MS,RFA-5H23,2022-07-10,"199,0"
ciclo 3,1,MS,RFA-5H23,2022-07-11,"105,0"
ciclo 3,1,MS,RFA-5H23,2022-07-12,"69,0"
ciclo 3,1,MS,RFA-5H23,2022-07-13,"173,0"
ciclo 3,1,MS,RFA-5H23,2022-07-14,"124,0"
ciclo 3,1,MS,RFA-5H23,2022-07-15,"155,0"
ciclo 3,1,MS,RFA-5H23,2022-07-16,"272,0"
ciclo 3,1,MS,RFA-5H23,2022-07-17,"23,0"
ciclo 3,1,MS,RFA-5H23,2022-07-18,"113,0"
ciclo 3,1,MS,RFA-5H23,2022-07-19,"166,0"
ciclo 3,1,MS,RFA-5H23,2022-07-20,"181,0"
ciclo 3,1,MS,RFA-5H23,2022-07-21,"209,0"
ciclo 3,1,MS,RFA-5H23,2022-07-22,"55,0"
ciclo 3,1,MS,RFA-5H23,2022-07-23,"101,0"
ciclo 3,1,MS,RFA-5H23,2022-07-24,"104,0"
ciclo 3,1,MS,RFA-5H23,2022-07-25,"115,0"
ciclo 3,1,MS,RFA-5H23,2022-07-26,"129,0"
ciclo 3,1,MS,RFA-5H23,2022-07-27,"165,0"
ciclo 3,1,MS,RFA-5H23,2022-07-28,"231,0"
ciclo 3,1,MT,RFA-5H23,2022-06-21,"213,0"
ciclo 3,1,MT,RFA-5H23,2022-06-22,"137,0"
ciclo 3,1,MT,RFA-5H23,2022-06-23,"107,0"
ciclo 3,1,MT,RFA-5H23,2022-06-24,"195,0"
ciclo 3,1,MT,RFA-5H23,2022-06-25,"102,0"
ciclo 3,1,MT,RFA-5H23,2022-06-26,"26,0"
ciclo 3,1,MT,RFA-5H23,2022-06-27,"159,0"
ciclo 3,1,MT,RFA-5H23,2022-06-28,"44,0"
ciclo 3,1,MT,RFA-5H23,2022-08-20,"83,0"
ciclo 3,1,MT,RFA-5H23,2022-08-22,"129,0"
ciclo 3,1,MT,RFA-5H23,2022-08-23,"159,0"
ciclo 3,1,MT,RFA-5H23,2022-08-24,"152,0"
ciclo 3,1,MT,RFA-5H23,2022-08-25,"158,0"
ciclo 3,1,MT,RFA-5H23,2022-08-26,"35,0"
ciclo 3,1,MT,RFA-5H23,2022-09-06,"149,0"
ciclo 3,1,MT,RFA-5H23,2022-09-07,"100,0"
ciclo 3,1,MT,RFA-5H23,2022-09-08,"145,0"
ciclo 3,1,MT,RFA-5H23,2022-09-09,"75,0"
ciclo 3,1,MT,RFA-5H23,2022-09-10,"225,0"
ciclo 3,1,MT,RFA-5H23,2022-09-11,"296,0"
ciclo 3,1,MT,RFA-5H23,2022-09-12,"167,0"
ciclo 3,1,MT,RFA-5H23,2022-09-13,"269,0"
ciclo 3,1,MT,RFA-5H23,2022-09-14,"201,0"
ciclo 3,1,MT,RFA-5H23,2022-09-15,"8,0"
ciclo 3,1,MT,RFA-5H23,2022-09-16,"98,0"
ciclo 3,1,MT,RFA-5H23,2022-09-17,"252,0"
ciclo 3,1,PA,QXH-5I98,2022-06-25,"182,0"
ciclo 3,1,PA,QXH-5I98,2022-06-26,"159,0"
ciclo 3,1,PA,QXH-5I98,2022-06-27,"177,0"
ciclo 3,1,PA,QXH-5I98,2022-06-28,"129,0"
ciclo 3,1,PA,QXH-5I98,2022-06-29,"175,0"
ciclo 3,1,PA,QXH-5I98,2022-06-30,"126,0"
ciclo 3,1,PA,RFA-5H23,2022-06-27,"98,0"
ciclo 3,1,PA,RFA-5H23,2022-06-28,"95,0"
ciclo 3,1,PA,RFA-5H23,2022-06-30,"12,0"
ciclo 3,1,PA,RFA-5H23,2022-08-26,"186,0"
ciclo 3,1,PA,RFA-5H23,2022-08-27,"105,0"
ciclo 3,1,PA,RFA-5H23,2022-08-28,"202,0"
ciclo 3,1,PA,RFA-5H23,2022-08-29,"44,0"
ciclo 3,1,PA,RFA-5H23,2022-08-30,"92,0"
ciclo 3,1,PA,RFA-5H23,2022-08-31,"156,0"
ciclo 3,1,PA,RFA-5H23,2022-09-01,"102,0"
ciclo 3,1,PA,RFA-5H23,2022-09-02,"132,0"
ciclo 3,1,PA,RFA-5H23,2022-09-03,"94,0"
ciclo 3,1,PA,RFA-5H23,2022-09-04,"143,0"
ciclo 3,1,RO,QXH-5I98,2022-08-18,"143,0"
ciclo 3,1,RO,QXH-5I98,2022-08-20,"131,0"
ciclo 3,1,RO,QXH-5I98,2022-08-28,"208,0"
ciclo 3,1,RO,QXH-5I98,2022-08-29,"156,0"
ciclo 3,1,RO,QXH-5I98,2022-08-30,"138,0"
ciclo 3,1,RO,QXH-5I98,2022-08-31,"81,0"
ciclo 3,1,RO,QXH-5I98,2022-09-01,"219,0"
ciclo 3,1,RO,QXH-5I98,2022-09-02,"259,0"
ciclo 3,1,RO,QXH-5I98,2022-09-03,"123,0"
ciclo 3,1,RO,QXH-5I98,2022-09-04,"278,0"
ciclo 3,1,RO,QXH-5I98,2022-09-05,"200,0"
ciclo 3,1,RO,QXH-5I98,2022-09-06,"66,0"
ciclo 3,1,RR,QXH-5I98,2022-08-05,"101,0"
ciclo 3,1,RR,QXH-5I98,2022-08-06,"136,0"
ciclo 3,1,RR,QXH-5I98,2022-08-07,"110,0"
ciclo 3,1,RR,QXH-5I98,2022-08-08,"234,0"
ciclo 3,1,RR,QXH-5I98,2022-08-09,"189,0"
ciclo 3,1,RR,QXH-5I98,2022-08-10,"100,0"
ciclo 3,1,RR,QXH-5I98,2022-08-11,"121,0"
ciclo 3,1,RR,QXH-5I98,2022-08-12,"197,0"
ciclo 3,1,TO,QXH-5I98,2022-06-13,"45,0"
ciclo 3,1,TO,QXH-5I98,2022-06-14,"139,0"
ciclo 3,1,TO,QXH-5I98,2022-06-15,"207,0"
ciclo 3,1,TO,QXH-5I98,2022-06-16,"123,0"
ciclo 3,1,TO,QXH-5I98,2022-06-17,"141,0"
ciclo 3,1,TO,QXH-5I98,2022-06-18,"141,0"
ciclo 3,1,TO,QXH-5I98,2022-06-19,"54,0"
ciclo 3,1,TO,QXH-5I98,2022-06-20,"103,0"
ciclo 3,1,TO,QXH-5I98,2022-06-21,"178,0"
ciclo 3,1,TO,QXH-5I98,2022-06-22,"144,0"
ciclo 3,1,TO,QXH-5I98,2022-06-23,"172,0"
ciclo 3,1,TO,QXH-5I98,2022-06-24,"181,0"
ciclo 3,2,AL,IZV-6C04,2022-09-24,"126,0"
ciclo 3,2,AL,IZV-6C04,2022-09-25,"104,0"
ciclo 3,2,AL,IZV-6C04,2022-09-27,"179,0"
ciclo 3,2,AL,IZV-6C04,2022-09-29,"184,0"
ciclo 3,2,AL,IZV-6C04,2022-09-30,"216,0"
ciclo 3,2,AL,IZV-6C04,2022-10-01,"122,0"
ciclo 3,2,BA,IZV-6C04,2022-06-12,"137,0"
ciclo 3,2,BA,IZV-6C04,2022-06-13,"124,0"
ciclo 3,2,BA,IZV-6C04,2022-06-14,"45,0"
ciclo 3,2,BA,IZV-6C04,2022-06-16,"131,0"
ciclo 3,2,BA,IZV-6C04,2022-06-17,"99,0"
ciclo 3,2,BA,IZV-6C04,2022-06-18,"217,0"
ciclo 3,2,BA,IZV-6C04,2022-06-19,"246,0"
ciclo 3,2,BA,IZV-6C04,2022-06-20,"281,0"
ciclo 3,2,BA,IZV-6C04,2022-06-22,"58,0"
ciclo 3,2,BA,IZV-6C04,2022-06-23,"67,0"
ciclo 3,2,BA,IZV-6C04,2022-07-09,"81,0"
ciclo 3,2,BA,IZV-6C04,2022-07-10,"96,0"
ciclo 3,2,BA,IZV-6C04,2022-07-11,"5,0"
ciclo 3,2,BA,IZV-6C04,2022-07-13,"44,0"
ciclo 3,2,BA,IZV-6C04,2022-07-14,"47,0"
ciclo 3,2,BA,IZV-6C04,2022-07-15,"78,0"
ciclo 3,2,BA,IZV-6C04,2022-07-16,"145,0"
ciclo 3,2,BA,IZV-6C04,2022-07-17,"22,0"
ciclo 3,2,BA,IZV-6C04,2022-07-18,"86,0"
ciclo 3,2,BA,IZV-6C04,2022-07-19,"308,0"
ciclo 3,2,BA,IZV-6C04,2022-07-20,"137,0"
ciclo 3,2,BA,IZV-6C04,2022-07-21,"175,0"
ciclo 3,2,BA,IZV-6C04,2022-07-22,"209,0"
ciclo 3,2,BA,IZV-6C04,2022-07-23,"7,0"
ciclo 3,2,BA,IZV-6C04,2022-07-24,"63,0"
ciclo 3,2,BA,IZV-6C04,2022-07-26,"70,0"
ciclo 3,2,BA,IZV-6C04,2022-07-27,"181,0"
ciclo 3,2,BA,IZV-6C04,2022-07-28,"54,0"
ciclo 3,2,BA,IZV-6C04,2022-07-29,"97,0"
ciclo 3,2,BA,IZV-6C04,2022-07-30,"151,0"
ciclo 3,2,BA,IZV-6C04,2022-07-31,"224,0"
ciclo 3,2,BA,IZV-6C04,2022-08-01,"159,0"
ciclo 3,2,BA,IZV-6C04,2022-08-02,"239,0"
ciclo 3,2,BA,IZV-6C04,2022-08-03,"62,0"
ciclo 3,2,BA,IZV-6C04,2022-08-04,"1,0"
ciclo 3,2,BA,IZV-6C04,2022-08-12,"109,0"
ciclo 3,2,BA,IZV-6C04,2022-08-13,"112,0"
ciclo 3,2,BA,IZV-6C04,2022-08-15,"22,0"
ciclo 3,2,BA,IZV-6C04,2022-08-17,"128,0"
ciclo 3,2,BA,IZV-6C04,2022-08-18,"193,0"
ciclo 3,2,BA,IZV-6C04,2022-08-20,"71,0"
ciclo 3,2,BA,IZV-6C04,2022-08-23,"158,0"
ciclo 3,2,BA,IZV-6C04,2022-08-24,"157,0"
ciclo 3,2,BA,IZV-6C04,2022-08-25,"267,0"
ciclo 3,2,BA,IZV-6C04,2022-08-27,"310,0"
ciclo 3,2,BA,IZV-6C04,2022-08-29,"80,0"
ciclo 3,2,BA,IZV-6C04,2022-09-03,"5,0"
ciclo 3,2,CE,IYB-0025,2022-07-13,"102,0"
ciclo 3,2,CE,IYB-0025,2022-07-14,"80,0"
ciclo 3,2,CE,IYB-0025,2022-07-15,"158,0"
ciclo 3,2,CE,IYB-0025,2022-07-16,"114,0"
ciclo 3,2,CE,IYB-0025,2022-07-17,"237,0"
ciclo 3,2,CE,IYB-0025,2022-07-19,"116,0"
ciclo 3,2,CE,IYB-0025,2022-07-20,"202,0"
ciclo 3,2,CE,IYB-0025,2022-07-21,"118,0"
ciclo 3,2,CE,IYB-0025,2022-07-22,"47,0"
ciclo 3,2,CE,IYB-0025,2022-07-27,"98,0"
ciclo 3,2,CE,IYB-0025,2022-07-28,"107,0"
ciclo 3,2,CE,IYB-0025,2022-07-29,"121,0"
ciclo 3,2,CE,IYB-0025,2022-07-31,"78,0"
ciclo 3,2,CE,IYB-0025,2022-08-01,"31,0"
ciclo 3,2,CE,IYB-0025,2022-08-02,"27,0"
ciclo 3,2,CE,IYB-0025,2022-08-03,"9,0"
ciclo 3,2,CE,IYB-0025,2022-08-04,"152,0"
ciclo 3,2,CE,IYB-0025,2022-08-05,"38,0"
ciclo 3,2,CE,IYB-0025,2022-08-06,"114,0"
ciclo 3,2,CE,IYB-0025,2022-08-07,"108,0"
ciclo 3,2,CE,IYB-0025,2022-08-09,"43,0"
ciclo 3,2,MA,IYB-0025,2022-08-29,"57,0"
ciclo 3,2,MA,IYB-0025,2022-08-30,"289,0"
ciclo 3,2,MA,IYB-0025,2022-08-31,"354,0"
ciclo 3,2,MA,IYB-0025,2022-09-01,"155,0"
ciclo 3,2,MA,IYB-0025,2022-09-02,"188,0"
ciclo 3,2,MA,IYB-0025,2022-09-03,"215,0"
ciclo 3,2,MA,IYB-0025,2022-09-04,"199,0"
ciclo 3,2,MA,IYB-0025,2022-09-05,"101,0"
ciclo 3,2,MA,IYB-0025,2022-09-06,"272,0"
ciclo 3,2,MA,IYB-0025,2022-09-07,"91,0"
ciclo 3,2,MA,IYB-0025,2022-09-09,"272,0"
ciclo 3,2,MA,IYB-0025,2022-09-10,"323,0"
ciclo 3,2,MA,IYB-0025,2022-09-12,"114,0"
ciclo 3,2,MA,IYB-0025,2022-09-13,"172,0"
ciclo 3,2,MA,IYB-0025,2022-09-14,"303,0"
ciclo 3,2,MA,IYB-0025,2022-09-15,"181,0"
ciclo 3,2,PB,IZV-6C04,2022-09-17,"60,0"
ciclo 3,2,PB,IZV-6C04,2022-09-18,"86,0"
ciclo 3,2,PB,IZV-6C04,2022-09-19,"254,0"
ciclo 3,2,PB,IZV-6C04,2022-09-20,"221,0"
ciclo 3,2,PB,IZV-6C04,2022-09-21,"134,0"
ciclo 3,2,PB,IZV-6C04,2022-09-22,"154,0"
ciclo 3,2,PB,IZV-6C04,2022-09-23,"210,0"
ciclo 3,2,PB,IZV-6C04,2022-09-24,"152,0"
ciclo 3,2,PB,IZV-6C04,2022-09-25,"129,0"
ciclo 3,2,PB,IZV-6C04,2022-09-26,"28,0"
ciclo 3,2,PB,IZV-6C04,2022-09-27,"156,0"
ciclo 3,2,PE,IZV-6C04,2022-09-29,"221,0"
ciclo 3,2,PE,IZV-6C04,2022-09-30,"146,0"
ciclo 3,2,PE,IZV-6C04,2022-10-01,"219,0"
ciclo 3,2,PE,IZV-6C04,2022-10-02,"157,0"
ciclo 3,2,PE,IZV-6C04,2022-10-03,"438,0"
ciclo 3,2,PE,IZV-6C04,2022-10-04,"317,0"
ciclo 3,2,PE,IZV-6C04,2022-10-05,"395,0"
ciclo 3,2,PE,IZV-6C04,2022-10-06,"223,0"
ciclo 3,2,PE,IZV-6C04,2022-10-07,"80,0"
ciclo 3,2,PE,IZV-6C04,2022-10-08,"146,0"
ciclo 3,2,PI,IYB-0025,2022-08-10,"102,0"
ciclo 3,2,PI,IYB-0025,2022-08-11,"106,0"
ciclo 3,2,PI,IYB-0025,2022-08-16,"22,0"
ciclo 3,2,PI,IYB-0025,2022-08-17,"270,0"
ciclo 3,2,PI,IYB-0025,2022-08-18,"121,0"
ciclo 3,2,PI,IYB-0025,2022-08-19,"272,0"
ciclo 3,2,PI,IYB-0025,2022-08-20,"195,0"
ciclo 3,2,PI,IYB-0025,2022-08-21,"93,0"
ciclo 3,2,PI,IYB-0025,2022-08-22,"245,0"
ciclo 3,2,PI,IYB-0025,2022-08-23,"261,0"
ciclo 3,2,PI,IYB-0025,2022-08-24,"271,0"
ciclo 3,2,PI,IYB-0025,2022-08-25,"345,0"
ciclo 3,2,PI,IYB-0025,2022-08-26,"130,0"
ciclo 3,2,RN,IYB-0025,2022-06-23,"288,0"
ciclo 3,2,RN,IYB-0025,2022-06-24,"90,0"
ciclo 3,2,RN,IYB-0025,2022-06-25,"164,0"
ciclo 3,2,RN,IYB-0025,2022-06-27,"101,0"
ciclo 3,2,RN,IYB-0025,2022-06-28,"121,0"
ciclo 3,2,RN,IYB-0025,2022-06-29,"130,0"
ciclo 3,2,RN,IYB-0025,2022-06-30,"242,0"
ciclo 3,2,RN,IYB-0025,2022-07-01,"93,0"
ciclo 3,2,RN,IYB-0025,2022-07-02,"19,0"
ciclo 3,2,RN,IYB-0025,2022-07-04,"88,0"
ciclo 3,2,RN,IYB-0025,2022-07-05,"4,0"
ciclo 3,2,RN,IYB-0025,2022-07-06,"14,0"
ciclo 3,2,RN,IYB-0025,2022-07-08,"22,0"
ciclo 3,2,RN,IYB-0025,2022-07-09,"153,0"
ciclo 3,2,RN,IYB-0025,2022-07-10,"104,0"
ciclo 3,2,RN,IYB-0025,2022-07-11,"85,0"
ciclo 3,2,RN,IYB-0025,2022-07-18,"0,0"
ciclo 3,2,SE,IZV-6C04,2022-09-07,"117,0"
ciclo 3,2,SE,IZV-6C04,2022-09-12,"16,0"
ciclo 3,2,SE,IZV-6C04,2022-09-13,"13,0"
ciclo 3,2,SE,IZV-6C04,2022-09-15,"40,0"
ciclo 3,2,SE,IZV-6C04,2022-09-21,"60,0"
ciclo 3,2,SE,IZV-6C04,2022-09-22,"104,0"
ciclo 3,2,SE,IZV-6C04,2022-09-23,"58,0"
ciclo 3,3,ES,RHG-3B23,2022-07-13,"75,0"
ciclo 3,3,ES,RHG-3B23,2022-07-15,"48,0"
ciclo 3,3,ES,RHG-3B23,2022-07-16,"56,0"
ciclo 3,3,ES,RHG-3B23,2022-07-22,"26,0"
ciclo 3,3,ES,RHG-3B23,2022-07-23,"87,0"
ciclo 3,3,ES,RHG-3B23,2022-07-24,"114,0"
ciclo 3,3,ES,RHG-3B23,2022-10-09,"28,0"
ciclo 3,3,ES,RHG-3B23,2022-10-10,"83,0"
ciclo 3,3,ES,RHG-3B23,2022-12-09,"36,0"
ciclo 3,3,ES,RHG-3B23,2022-12-10,"26,0"
ciclo 3,3,MG,RHG-3B23,2022-07-11,"146,0"
ciclo 3,3,MG,RHG-3B23,2022-07-16,"83,0"
ciclo 3,3,MG,RHG-3B23,2022-07-18,"144,0"
ciclo 3,3,MG,RHG-3B23,2022-07-19,"101,0"
ciclo 3,3,MG,RHG-3B23,2022-07-20,"95,0"
ciclo 3,3,MG,RHG-3B23,2022-07-21,"70,0"
ciclo 3,3,MG,RHG-3B23,2022-07-22,"92,0"
ciclo 3,3,MG,RHG-3B23,2022-08-20,"46,0"
ciclo 3,3,MG,RHG-3B23,2022-08-21,"154,0"
ciclo 3,3,MG,RHG-3B23,2022-08-22,"130,0"
ciclo 3,3,MG,RHG-3B23,2022-08-23,"79,0"
ciclo 3,3,MG,RHG-3B23,2022-09-06,"72,0"
ciclo 3,3,MG,RHG-3B23,2022-09-07,"133,0"
ciclo 3,3,MG,RHG-3B23,2022-09-08,"56,0"
ciclo 3,3,MG,RHG-3B23,2022-09-11,"129,0"
ciclo 3,3,MG,RHG-3B23,2022-09-12,"81,0"
ciclo 3,3,MG,RHG-3B23,2022-09-13,"19,0"
ciclo 3,3,MG,RHG-3B23,2022-09-14,"8,0"
ciclo 3,3,MG,RHG-3B23,2022-09-15,"10,0"
ciclo 3,3,MG,RHG-3B23,2022-09-16,"135,0"
ciclo 3,3,MG,RHG-3B23,2022-09-18,"51,0"
ciclo 3,3,MG,RHG-3B23,2022-09-19,"79,0"
ciclo 3,3,MG,RHG-3B23,2022-09-20,"39,0"
ciclo 3,3,MG,RHG-3B23,2022-09-21,"79,0"
ciclo 3,3,MG,RHG-3B23,2022-09-22,"124,0"
ciclo 3,3,MG,RHG-3B23,2022-09-23,"4,0"
ciclo 3,3,MG,RHG-3B23,2022-10-09,"45,0"
ciclo 3,3,MG,RHG-3B23,2022-10-27,"100,0"
ciclo 3,3,MG,RHG-3B23,2022-10-28,"184,0"
ciclo 3,3,MG,RHG-3B23,2022-10-29,"261,0"
ciclo 3,3,MG,RHG-3B23,2022-10-30,"114,0"
ciclo 3,3,MG,RHG-3B23,2022-10-31,"173,0"
ciclo 3,3,MG,RHG-3B23,2022-11-01,"207,0"
ciclo 3,3,MG,RHG-3B23,2022-11-02,"145,0"
ciclo 3,3,MG,RHG-3B23,2022-11-03,"135,0"
ciclo 3,3,MG,RHG-3B23,2022-11-04,"26,0"
ciclo 3,3,MG,RHG-3B23,2022-11-05,"152,0"
ciclo 3,3,MG,RHG-3B23,2022-11-06,"256,0"
ciclo 3,3,MG,RHG-3B23,2022-11-07,"3,0"
ciclo 3,3,MG,RHG-3B23,2022-11-11,"52,0"
ciclo 3,3,MG,RHG-3B23,2022-11-12,"86,0"
ciclo 3,3,MG,RHG-3B23,2022-11-13,"199,0"
ciclo 3,3,MG,RHG-3B23,2022-11-14,"54,0"
ciclo 3,3,MG,RHG-3B23,2022-11-15,"121,0"
ciclo 3,3,MG,RHG-3B23,2022-11-16,"107,0"
ciclo 3,3,MG,RHG-3B23,2022-11-17,"62,0"
ciclo 3,3,MG,RHG-3B23,2022-11-18,"61,0"
ciclo 3,3,MG,RHG-3B23,2022-11-29,"155,0"
ciclo 3,3,MG,RHG-3B23,2022-11-30,"95,0"
ciclo 3,3,MG,RHG-3B23,2022-12-08,"67,0"
ciclo 3,3,MG,RHG-3B23,2022-12-09,"78,0"
ciclo 3,3,MG,RHG-3B23,2022-12-11,"110,0"
ciclo 3,3,MG,RHG-3B23,2022-12-12,"113,0"
ciclo 3,3,MG,RHG-3B23,2022-12-13,"69,0"
ciclo 3,3,MG,RHG-3B23,2022-12-14,"31,0"
ciclo 3,3,MG,RHG-3B23,2022-12-15,"9,0"
ciclo 3,3,MG,RHG-3B23,2022-12-16,"84,0"
ciclo 3,3,MG,RHG-3B23,2022-12-17,"76,0"
ciclo 3,3,MG,RHG-3B23,2022-12-18,"69,0"
ciclo 3,3,MG,RHG-3B23,2023-01-18,"117,0"
ciclo 3,3,MG,RHG-3B23,2023-01-28,"12,0"
ciclo 3,3,PR,ASE-4733,2022-07-07,"5,0"
ciclo 3,3,PR,ASE-4733,2022-07-09,"31,0"
ciclo 3,3,PR,ASE-4733,2022-07-11,"106,0"
ciclo 3,3,PR,ASE-4733,2022-07-12,"39,0"
ciclo 3,3,PR,ASE-4733,2022-07-13,"65,0"
ciclo 3,3,PR,ASE-4733,2022-07-14,"154,0"
ciclo 3,3,PR,ASE-4733,2022-07-15,"87,0"
ciclo 3,3,PR,ASE-4733,2022-07-16,"158,0"
ciclo 3,3,PR,ASE-4733,2022-07-18,"139,0"
ciclo 3,3,PR,ASE-4733,2022-07-19,"121,0"
ciclo 3,3,PR,ASE-4733,2022-07-20,"222,0"
ciclo 3,3,PR,ASE-4733,2022-07-21,"121,0"
ciclo 3,3,PR,ASE-4733,2022-07-22,"193,0"
ciclo 3,3,PR,ASE-4733,2022-07-23,"199,0"
ciclo 3,3,PR,ASE-4733,2022-07-24,"86,0"
ciclo 3,3,PR,ASE-4733,2022-08-01,"350,0"
ciclo 3,3,PR,ASE-4733,2022-08-02,"249,0"
ciclo 3,3,PR,ASE-4733,2022-08-03,"180,0"
ciclo 3,3,PR,ASE-4733,2022-08-04,"121,0"
ciclo 3,3,PR,ASE-4733,2022-08-09,"24,0"
ciclo 3,3,PR,ASE-4733,2022-08-10,"56,0"
ciclo 3,3,PR,ASE-4733,2022-08-11,"36,0"
ciclo 3,3,PR,ASE-4733,2022-08-12,"73,0"
ciclo 3,3,PR,ASE-4733,2022-08-13,"76,0"
ciclo 3,3,PR,ASE-4733,2022-08-19,"11,0"
ciclo 3,3,PR,ASE-4733,2022-08-20,"119,0"
ciclo 3,3,PR,ASE-4733,2022-08-21,"195,0"
ciclo 3,3,PR,ASE-4733,2022-08-22,"55,0"
ciclo 3,3,PR,ASE-4733,2022-08-23,"37,0"
ciclo 3,3,PR,ASE-4733,2022-08-25,"148,0"
ciclo 3,3,PR,ASE-4733,2022-08-26,"132,0"
ciclo 3,3,PR,ASE-4733,2022-09-28,"12,0"
ciclo 3,3,PR,ASE-4733,2022-10-04,"14,0"
ciclo 3,3,PR,ASE-4733,2022-10-05,"16,0"
ciclo 3,3,PR,ASE-4733,2022-11-16,"132,0"
ciclo 3,3,PR,ASE-4733,2022-11-17,"59,0"
ciclo 3,3,PR,ASE-4733,2022-11-18,"192,0"
ciclo 3,3,PR,ASE-4733,2022-11-19,"165,0"
ciclo 3,3,PR,ASE-4733,2022-11-20,"175,0"
ciclo 3,3,PR,ASE-4733,2022-11-21,"51,0"
