data;horario;uf;br;trecho;km;sentido;veiculo;fim_percurso;;;;;
03/10/2020;21:00:00;BA;101;565_101BA918946;933000;C;IZV-6C04;percurso;1000;1000;;;
03/10/2020;21:00:00;BA;101;565_101BA918946;935000;C;IZV-6C04;fim_dia;2000;2000;;;
05/10/2020;21:00:00;BA;410;581_410BA000000;9000;C;IZV-6C04;percurso;0;0;;;
05/10/2020;21:00:00;BA;410;581_410BA000000;12000;C;IZV-6C04;percurso;3000;3000;;;
05/10/2020;21:00:00;BA;410;581_410BA000000;15000;C;IZV-6C04;percurso;3000;3000;;;
05/10/2020;21:00:00;BA;410;581_410BA000000;22000;C;IZV-6C04;percurso;7000;7000;;;
05/10/2020;21:00:00;BA;410;581_410BA000000;25000;C;IZV-6C04;percurso;3000;3000;;;
05/10/2020;21:00:00;BA;410;581_410BA000000;32000;C;IZV-6C04;percurso;7000;7000;;;
05/10/2020;21:00:00;BA;410;582_410BA033054;35000;C;IZV-6C04;fim_dia;3000;3000;;;
06/10/2020;21:00:00;BA;235;585_235BA000000;6000;C;IZV-6C04;percurso;0;0;;;
06/10/2020;21:00:00;BA;235;585_235BA000000;9000;C;IZV-6C04;percurso;3000;3000;;;
06/10/2020;21:00:00;BA;235;585_235BA000000;16000;C;IZV-6C04;percurso;7000;7000;;;
06/10/2020;21:00:00;BA;235;586_235BA016275;19000;C;IZV-6C04;percurso;3000;3000;;;
06/10/2020;21:00:00;BA;235;586_235BA016275;22000;C;IZV-6C04;percurso;3000;3000;;;
06/10/2020;21:00:00;BA;235;586_235BA016275;32000;C;IZV-6C04;percurso;10000;10000;;;
06/10/2020;21:00:00;BA;235;587_235BA037879;42000;C;IZV-6C04;percurso;10000;10000;;;
06/10/2020;21:00:00;BA;235;587_235BA037879;45000;C;IZV-6C04;percurso;3000;3000;;;
06/10/2020;21:00:00;BA;235;587_235BA037879;48000;C;IZV-6C04;percurso;3000;3000;;;
06/10/2020;21:00:00;BA;235;587_235BA037879;58000;C;IZV-6C04;percurso;10000;10000;;;
06/10/2020;21:00:00;BA;235;587_235BA037879;61000;C;IZV-6C04;percurso;3000;3000;;;
06/10/2020;21:00:00;BA;235;587_235BA037879;71000;C;IZV-6C04;percurso;10000;10000;;;
06/10/2020;21:00:00;BA;235;587_235BA037879;74000;C;IZV-6C04;fim_dia;3000;3000;;;
08/10/2020;21:00:00;BA;235;599_235BA153000;153000;C;IZV-6C04;percurso;0;0;;;
08/10/2020;21:00:00;BA;235;599_235BA153000;159000;C;IZV-6C04;percurso;6000;6000;;;
08/10/2020;21:00:00;BA;235;599_235BA153000;166000;C;IZV-6C04;percurso;7000;7000;;;
08/10/2020;21:00:00;BA;235;600_235BA166620;176000;C;IZV-6C04;percurso;10000;10000;;;
08/10/2020;21:00:00;BA;235;600_235BA166620;179000;C;IZV-6C04;percurso;3000;3000;;;
08/10/2020;21:00:00;BA;235;600_235BA166620;182000;C;IZV-6C04;percurso;3000;3000;;;
08/10/2020;21:00:00;BA;235;601_235BA187867;192000;C;IZV-6C04;percurso;10000;10000;;;
08/10/2020;21:00:00;BA;235;601_235BA187867;195000;C;IZV-6C04;percurso;3000;3000;;;
08/10/2020;21:00:00;BA;235;601_235BA187867;199000;C;IZV-6C04;percurso;4000;4000;;;
08/10/2020;21:00:00;BA;235;601_235BA187867;205000;C;IZV-6C04;percurso;6000;6000;;;
08/10/2020;21:00:00;BA;235;601_235BA187867;208000;C;IZV-6C04;percurso;3000;3000;;;
08/10/2020;21:00:00;BA;235;601_235BA187867;218000;C;IZV-6C04;percurso;10000;10000;;;
08/10/2020;21:00:00;BA;235;601_235BA187867;225000;C;IZV-6C04;fim_dia;7000;7000;;;
09/10/2020;21:00:00;BA;235;617_235BA000000;0;C;IZV-6C04;fim_km_0;0;0;;;
09/10/2020;21:00:00;BA;235;618_235BA000000;0;C;IZV-6C04;percurso;0;0;;;
09/10/2020;21:00:00;BA;235;619_235BA000040;1000;C;IZV-6C04;fim_dia;1000;1000;;;
10/10/2020;21:00:00;BA;235;634_235BA000000;0;C;IZV-6C04;percurso;0;0;;;
10/10/2020;21:00:00;BA;235;634_235BA000000;1000;C;IZV-6C04;fim_distancia;1000;1000;;;
10/10/2020;21:00:00;BA;235;635_235BA225722;228000;C;IZV-6C04;percurso;0;227000;;;
10/10/2020;21:00:00;BA;235;635_235BA225722;231000;C;IZV-6C04;percurso;3000;3000;;;
10/10/2020;21:00:00;BA;235;635_235BA225722;234000;C;IZV-6C04;percurso;3000;3000;;;
10/10/2020;21:00:00;BA;235;635_235BA225722;240000;C;IZV-6C04;percurso;6000;6000;;;
10/10/2020;21:00:00;BA;235;635_235BA225722;241000;C;IZV-6C04;percurso;1000;1000;;;
10/10/2020;21:00:00;BA;235;635_235BA225722;244000;C;IZV-6C04;percurso;3000;3000;;;
10/10/2020;21:00:00;BA;235;635_235BA225722;247000;C;IZV-6C04;percurso;3000;3000;;;
10/10/2020;21:00:00;BA;235;635_235BA225722;254000;C;IZV-6C04;percurso;7000;7000;;;
10/10/2020;21:00:00;BA;235;635_235BA225722;257000;C;IZV-6C04;percurso;3000;3000;;;
10/10/2020;21:00:00;BA;235;635_235BA225722;264000;C;IZV-6C04;percurso;7000;7000;;;
10/10/2020;21:00:00;BA;235;635_235BA225722;267000;C;IZV-6C04;percurso;3000;3000;;;
10/10/2020;21:00:00;BA;235;635_235BA225722;270000;C;IZV-6C04;percurso;3000;3000;;;
10/10/2020;21:00:00;BA;235;636_235BA272984;277000;C;IZV-6C04;percurso;7000;7000;;;
10/10/2020;21:00:00;BA;235;636_235BA272984;280000;C;IZV-6C04;percurso;3000;3000;;;
10/10/2020;21:00:00;BA;235;637_235BA282638;286000;C;IZV-6C04;percurso;6000;6000;;;
10/10/2020;21:00:00;BA;235;637_235BA282638;293000;C;IZV-6C04;percurso;7000;7000;;;
10/10/2020;21:00:00;BA;235;637_235BA282638;296000;C;IZV-6C04;percurso;3000;3000;;;
10/10/2020;21:00:00;BA;235;637_235BA282638;299000;C;IZV-6C04;percurso;3000;3000;;;
10/10/2020;21:00:00;BA;235;637_235BA282638;306000;C;IZV-6C04;percurso;7000;7000;;;
10/10/2020;21:00:00;BA;235;637_235BA282638;312000;C;IZV-6C04;percurso;6000;6000;;;
10/10/2020;21:00:00;BA;235;637_235BA282638;313000;C;IZV-6C04;percurso;1000;1000;;;
10/10/2020;21:00:00;BA;235;637_235BA282638;319000;C;IZV-6C04;percurso;6000;6000;;;
10/10/2020;21:00:00;BA;235;637_235BA282638;322000;C;IZV-6C04;percurso;3000;3000;;;
10/10/2020;21:00:00;BA;235;637_235BA282638;325000;C;IZV-6C04;percurso;3000;3000;;;
10/10/2020;21:00:00;BA;235;637_235BA282638;332000;C;IZV-6C04;percurso;7000;7000;;;
10/10/2020;21:00:00;BA;235;637_235BA282638;335000;C;IZV-6C04;percurso;3000;3000;;;
10/10/2020;21:00:00;BA;235;637_235BA282638;338000;C;IZV-6C04;percurso;3000;3000;;;
10/10/2020;21:00:00;BA;235;637_235BA282638;341000;C;IZV-6C04;percurso;3000;3000;;;
10/10/2020;21:00:00;BA;235;637_235BA282638;345000;C;IZV-6C04;percurso;4000;4000;;;
10/10/2020;21:00:00;BA;235;637_235BA282638;346000;C;IZV-6C04;percurso;1000;1000;;;
10/10/2020;21:00:00;BA;235;637_235BA282638;348000;C;IZV-6C04;fim_dia;2000;2000;;;
11/10/2020;21:00:00;BA;235;645_235BA351992;354000;C;IZV-6C04;fim_dia;0;0;;;
12/10/2020;21:00:00;BA;235;656_235BA356288;360000;C;IZV-6C04;percurso;0;0;;;
12/10/2020;21:00:00;BA;235;656_235BA356288;363000;C;IZV-6C04;percurso;3000;3000;;;
12/10/2020;21:00:00;BA;235;656_235BA356288;373000;C;IZV-6C04;percurso;10000;10000;;;
12/10/2020;21:00:00;BA;235;656_235BA356288;376000;C;IZV-6C04;percurso;3000;3000;;;
12/10/2020;21:00:00;BA;235;656_235BA356288;379000;C;IZV-6C04;percurso;3000;3000;;;
12/10/2020;21:00:00;BA;235;656_235BA356288;389000;C;IZV-6C04;percurso;10000;10000;;;
12/10/2020;21:00:00;BA;235;657_235BA390688;396000;C;IZV-6C04;percurso;7000;7000;;;
12/10/2020;21:00:00;BA;235;657_235BA390688;399000;C;IZV-6C04;percurso;3000;3000;;;
12/10/2020;21:00:00;BA;235;657_235BA390688;402000;C;IZV-6C04;percurso;3000;3000;;;
12/10/2020;21:00:00;BA;235;657_235BA390688;412000;C;IZV-6C04;percurso;10000;10000;;;
12/10/2020;21:00:00;BA;235;657_235BA390688;422000;C;IZV-6C04;percurso;10000;10000;;;
12/10/2020;21:00:00;BA;235;657_235BA390688;425000;C;IZV-6C04;percurso;3000;3000;;;
12/10/2020;21:00:00;BA;235;657_235BA390688;428000;C;IZV-6C04;percurso;3000;3000;;;
12/10/2020;21:00:00;BA;235;657_235BA390688;435000;C;IZV-6C04;percurso;7000;7000;;;
12/10/2020;21:00:00;BA;235;657_235BA390688;438000;C;IZV-6C04;percurso;3000;3000;;;
12/10/2020;21:00:00;BA;235;657_235BA390688;441000;C;IZV-6C04;percurso;3000;3000;;;
12/10/2020;21:00:00;BA;235;657_235BA390688;448000;C;IZV-6C04;percurso;7000;7000;;;
12/10/2020;21:00:00;BA;235;657_235BA390688;451000;C;IZV-6C04;percurso;3000;3000;;;
12/10/2020;21:00:00;BA;235;657_235BA390688;454000;C;IZV-6C04;percurso;3000;3000;;;
12/10/2020;21:00:00;BA;235;657_235BA390688;464000;C;IZV-6C04;percurso;10000;10000;;;
12/10/2020;21:00:00;BA;235;658_235BA466224;467000;C;IZV-6C04;percurso;3000;3000;;;
12/10/2020;21:00:00;BA;235;658_235BA466224;477000;C;IZV-6C04;percurso;10000;10000;;;
12/10/2020;21:00:00;BA;235;658_235BA466224;480000;C;IZV-6C04;percurso;3000;3000;;;
12/10/2020;21:00:00;BA;235;658_235BA466224;484000;C;IZV-6C04;percurso;4000;4000;;;
12/10/2020;21:00:00;BA;235;658_235BA466224;490000;C;IZV-6C04;percurso;6000;6000;;;
12/10/2020;21:00:00;BA;235;658_235BA466224;493000;C;IZV-6C04;percurso;3000;3000;;;
12/10/2020;21:00:00;BA;235;658_235BA466224;494000;C;IZV-6C04;percurso;1000;1000;;;
12/10/2020;21:00:00;BA;235;658_235BA466224;496000;C;IZV-6C04;percurso;2000;2000;;;
12/10/2020;21:00:00;BA;235;659_235BA498243;500000;C;IZV-6C04;percurso;4000;4000;;;
12/10/2020;21:00:00;BA;235;659_235BA498243;503000;C;IZV-6C04;percurso;3000;3000;;;
12/10/2020;21:00:00;BA;235;659_235BA498243;506000;C;IZV-6C04;percurso;3000;3000;;;
12/10/2020;21:00:00;BA;235;659_235BA498243;509000;C;IZV-6C04;percurso;3000;3000;;;
12/10/2020;21:00:00;BA;235;659_235BA498243;516000;C;IZV-6C04;percurso;7000;7000;;;
12/10/2020;21:00:00;BA;235;659_235BA498243;519000;C;IZV-6C04;percurso;3000;3000;;;
12/10/2020;21:00:00;BA;235;659_235BA498243;522000;C;IZV-6C04;percurso;3000;3000;;;
12/10/2020;21:00:00;BA;235;659_235BA498243;530000;C;IZV-6C04;percurso;8000;8000;;;
12/10/2020;21:00:00;BA;235;660_235BA531608;533000;C;IZV-6C04;percurso;3000;3000;;;
12/10/2020;21:00:00;BA;235;661_235BA533709;535000;C;IZV-6C04;percurso;2000;2000;;;
12/10/2020;21:00:00;BA;235;661_235BA533709;542000;C;IZV-6C04;percurso;7000;7000;;;
12/10/2020;21:00:00;BA;235;661_235BA533709;545000;C;IZV-6C04;percurso;3000;3000;;;
12/10/2020;21:00:00;BA;235;661_235BA533709;548000;C;IZV-6C04;percurso;3000;3000;;;
12/10/2020;21:00:00;BA;235;661_235BA533709;549000;C;IZV-6C04;fim_dia;1000;1000;;;
13/10/2020;21:00:00;BA;122;662_122BA000000;1000;C;IZV-6C04;percurso;0;0;;;
13/10/2020;21:00:00;BA;122;663_122BA001776;4000;C;IZV-6C04;percurso;3000;3000;;;
13/10/2020;21:00:00;BA;407;665_407BA005100;8000;C;IZV-6C04;percurso;4000;4000;;;
13/10/2020;21:00:00;BA;407;665_407BA005100;12000;C;IZV-6C04;percurso;4000;4000;;;
13/10/2020;21:00:00;BA;407;665_407BA005100;21000;C;IZV-6C04;percurso;9000;9000;;;
13/10/2020;21:00:00;BA;407;665_407BA005100;24000;C;IZV-6C04;percurso;3000;3000;;;
13/10/2020;21:00:00;BA;407;665_407BA005100;27000;C;IZV-6C04;percurso;3000;3000;;;
13/10/2020;21:00:00;BA;407;665_407BA005100;28000;C;IZV-6C04;percurso;1000;1000;;;
13/10/2020;21:00:00;BA;407;665_407BA005100;34000;C;IZV-6C04;percurso;6000;6000;;;
13/10/2020;21:00:00;BA;407;665_407BA005100;37000;C;IZV-6C04;percurso;3000;3000;;;
13/10/2020;21:00:00;BA;407;666_407BA039619;40000;C;IZV-6C04;percurso;3000;3000;;;
13/10/2020;21:00:00;BA;407;666_407BA039619;43000;C;IZV-6C04;percurso;3000;3000;;;
13/10/2020;21:00:00;BA;407;666_407BA039619;53000;C;IZV-6C04;percurso;10000;10000;;;
13/10/2020;21:00:00;BA;407;666_407BA039619;56000;C;IZV-6C04;percurso;3000;3000;;;
13/10/2020;21:00:00;BA;407;667_407BA057515;59000;C;IZV-6C04;percurso;3000;3000;;;
13/10/2020;21:00:00;BA;407;667_407BA057515;66000;C;IZV-6C04;percurso;7000;7000;;;
13/10/2020;21:00:00;BA;407;667_407BA057515;69000;C;IZV-6C04;fim_dia;3000;3000;;;
14/10/2020;21:00:00;BA;407;668_407BA071175;73000;C;IZV-6C04;percurso;0;0;;;
14/10/2020;21:00:00;BA;407;668_407BA071175;76000;C;IZV-6C04;percurso;3000;3000;;;
14/10/2020;21:00:00;BA;407;668_407BA071175;89000;C;IZV-6C04;percurso;13000;13000;;;
14/10/2020;21:00:00;BA;407;668_407BA071175;92000;C;IZV-6C04;percurso;3000;3000;;;
14/10/2020;21:00:00;BA;407;668_407BA071175;95000;C;IZV-6C04;percurso;3000;3000;;;
14/10/2020;21:00:00;BA;407;668_407BA071175;98000;C;IZV-6C04;percurso;3000;3000;;;
14/10/2020;21:00:00;BA;407;668_407BA071175;102000;C;IZV-6C04;percurso;4000;4000;;;
14/10/2020;21:00:00;BA;407;669_407BA102124;108000;C;IZV-6C04;percurso;6000;6000;;;
14/10/2020;21:00:00;BA;407;669_407BA102124;111000;C;IZV-6C04;percurso;3000;3000;;;
14/10/2020;21:00:00;BA;407;669_407BA102124;125000;C;IZV-6C04;percurso;14000;14000;;;
14/10/2020;21:00:00;BA;407;669_407BA102124;127000;C;IZV-6C04;percurso;2000;2000;;;
14/10/2020;21:00:00;BA;407;670_407BA128689;134000;C;IZV-6C04;percurso;7000;7000;;;
14/10/2020;21:00:00;BA;407;670_407BA128689;140000;C;IZV-6C04;percurso;6000;6000;;;
14/10/2020;21:00:00;BA;407;670_407BA128689;143000;C;IZV-6C04;percurso;3000;3000;;;
14/10/2020;21:00:00;BA;407;670_407BA128689;153000;C;IZV-6C04;percurso;10000;10000;;;
14/10/2020;21:00:00;BA;407;670_407BA128689;156000;C;IZV-6C04;percurso;3000;3000;;;
14/10/2020;21:00:00;BA;407;671_407BA158026;159000;C;IZV-6C04;percurso;3000;3000;;;
14/10/2020;21:00:00;BA;407;671_407BA158026;162000;C;IZV-6C04;percurso;3000;3000;;;
14/10/2020;21:00:00;BA;407;671_407BA158026;165000;C;IZV-6C04;percurso;3000;3000;;;
14/10/2020;21:00:00;BA;407;671_407BA158026;172000;C;IZV-6C04;percurso;7000;7000;;;
14/10/2020;21:00:00;BA;407;672_407BA172211;175000;C;IZV-6C04;percurso;3000;3000;;;
14/10/2020;21:00:00;BA;407;672_407BA172211;178000;C;IZV-6C04;percurso;3000;3000;;;
14/10/2020;21:00:00;BA;407;672_407BA172211;185000;C;IZV-6C04;percurso;7000;7000;;;
14/10/2020;21:00:00;BA;407;672_407BA172211;191000;C;IZV-6C04;percurso;6000;6000;;;
14/10/2020;21:00:00;BA;407;672_407BA172211;194000;C;IZV-6C04;percurso;3000;3000;;;
14/10/2020;21:00:00;BA;407;672_407BA172211;204000;C;IZV-6C04;percurso;10000;10000;;;
14/10/2020;21:00:00;BA;407;672_407BA172211;207000;C;IZV-6C04;percurso;3000;3000;;;
14/10/2020;21:00:00;BA;407;673_407BA208492;220000;C;IZV-6C04;percurso;13000;13000;;;
14/10/2020;21:00:00;BA;407;673_407BA208492;223000;C;IZV-6C04;percurso;3000;3000;;;
14/10/2020;21:00:00;BA;407;673_407BA208492;230000;C;IZV-6C04;fim_dia;7000;7000;;;
18/10/2020;21:00:00;BA;110;684_110BA000000;0;C;IZV-6C04;percurso;0;0;;;
18/10/2020;21:00:00;BA;110;686_110BA002326;3000;C;IZV-6C04;percurso;3000;3000;;;
18/10/2020;21:00:00;BA;110;686_110BA002326;5000;C;IZV-6C04;percurso;2000;2000;;;
18/10/2020;21:00:00;BA;110;686_110BA002326;8000;C;IZV-6C04;percurso;3000;3000;;;
18/10/2020;21:00:00;BA;110;686_110BA002326;21000;C;IZV-6C04;percurso;13000;13000;;;
18/10/2020;21:00:00;BA;110;686_110BA002326;34000;C;IZV-6C04;percurso;13000;13000;;;
18/10/2020;21:00:00;BA;110;687_110BA037610;40000;C;IZV-6C04;percurso;6000;6000;;;
18/10/2020;21:00:00;BA;110;687_110BA037610;47000;C;IZV-6C04;percurso;7000;7000;;;
18/10/2020;21:00:00;BA;110;687_110BA037610;50000;C;IZV-6C04;percurso;3000;3000;;;
18/10/2020;21:00:00;BA;110;687_110BA037610;53000;C;IZV-6C04;percurso;3000;3000;;;
18/10/2020;21:00:00;BA;110;687_110BA037610;60000;C;IZV-6C04;percurso;7000;7000;;;
18/10/2020;21:00:00;BA;110;687_110BA037610;63000;C;IZV-6C04;percurso;3000;3000;;;
18/10/2020;21:00:00;BA;110;687_110BA037610;66000;C;IZV-6C04;percurso;3000;3000;;;
18/10/2020;21:00:00;BA;110;687_110BA037610;69000;C;IZV-6C04;percurso;3000;3000;;;
18/10/2020;21:00:00;BA;110;688_110BA075489;76000;C;IZV-6C04;percurso;7000;7000;;;
18/10/2020;21:00:00;BA;110;688_110BA075489;79000;C;IZV-6C04;percurso;3000;3000;;;
18/10/2020;21:00:00;BA;110;688_110BA075489;80000;C;IZV-6C04;percurso;1000;1000;;;
18/10/2020;21:00:00;BA;110;689_110BA080110;82000;C;IZV-6C04;percurso;2000;2000;;;
18/10/2020;21:00:00;BA;110;689_110BA080110;85000;C;IZV-6C04;percurso;3000;3000;;;
18/10/2020;21:00:00;BA;110;689_110BA080110;89000;C;IZV-6C04;percurso;4000;4000;;;
18/10/2020;21:00:00;BA;110;689_110BA080110;92000;C;IZV-6C04;percurso;3000;3000;;;
18/10/2020;21:00:00;BA;110;689_110BA080110;95000;C;IZV-6C04;percurso;3000;3000;;;
18/10/2020;21:00:00;BA;110;689_110BA080110;105000;C;IZV-6C04;percurso;10000;10000;;;
18/10/2020;21:00:00;BA;110;690_110BA113849;118000;C;IZV-6C04;percurso;13000;13000;;;
18/10/2020;21:00:00;BA;110;690_110BA113849;121000;C;IZV-6C04;percurso;3000;3000;;;
18/10/2020;21:00:00;BA;110;690_110BA113849;126000;C;IZV-6C04;percurso;5000;5000;;;
18/10/2020;21:00:00;BA;110;690_110BA113849;131000;C;IZV-6C04;percurso;5000;5000;;;
18/10/2020;21:00:00;BA;110;690_110BA113849;135000;C;IZV-6C04;percurso;4000;4000;;;
18/10/2020;21:00:00;BA;110;690_110BA113849;139000;C;IZV-6C04;percurso;4000;4000;;;
18/10/2020;21:00:00;BA;110;692_110BA144723;147000;C;IZV-6C04;percurso;8000;8000;;;
18/10/2020;21:00:00;BA;110;692_110BA144723;150000;C;IZV-6C04;percurso;3000;3000;;;
18/10/2020;21:00:00;BA;110;692_110BA144723;160000;C;IZV-6C04;percurso;10000;10000;;;
18/10/2020;21:00:00;BA;110;692_110BA144723;163000;C;IZV-6C04;percurso;3000;3000;;;
18/10/2020;21:00:00;BA;110;692_110BA144723;166000;C;IZV-6C04;fim_dia;3000;3000;;;
19/10/2020;21:00:00;BA;110;693_110BA172200;176000;C;IZV-6C04;percurso;0;0;;;
19/10/2020;21:00:00;BA;110;693_110BA172200;179000;C;IZV-6C04;percurso;3000;3000;;;
19/10/2020;21:00:00;BA;110;693_110BA172200;182000;C;IZV-6C04;percurso;3000;3000;;;
19/10/2020;21:00:00;BA;110;693_110BA172200;189000;C;IZV-6C04;percurso;7000;7000;;;
19/10/2020;21:00:00;BA;110;693_110BA172200;192000;C;IZV-6C04;percurso;3000;3000;;;
19/10/2020;21:00:00;BA;110;693_110BA172200;195000;C;IZV-6C04;percurso;3000;3000;;;
19/10/2020;21:00:00;BA;110;693_110BA172200;202000;C;IZV-6C04;percurso;7000;7000;;;
19/10/2020;21:00:00;BA;110;694_110BA202279;211000;C;IZV-6C04;percurso;9000;9000;;;
19/10/2020;21:00:00;BA;110;694_110BA202279;218000;C;IZV-6C04;percurso;7000;7000;;;
19/10/2020;21:00:00;BA;110;695_110BA221244;224000;C;IZV-6C04;percurso;6000;6000;;;
19/10/2020;21:00:00;BA;110;695_110BA221244;227000;C;IZV-6C04;percurso;3000;3000;;;
19/10/2020;21:00:00;BA;110;695_110BA221244;231000;C;IZV-6C04;percurso;4000;4000;;;
19/10/2020;21:00:00;BA;110;695_110BA221244;234000;C;IZV-6C04;percurso;3000;3000;;;
19/10/2020;21:00:00;BA;110;695_110BA221244;237000;C;IZV-6C04;percurso;3000;3000;;;
19/10/2020;21:00:00;BA;110;696_110BA241674;244000;C;IZV-6C04;percurso;7000;7000;;;
19/10/2020;21:00:00;BA;110;696_110BA241674;247000;C;IZV-6C04;percurso;3000;3000;;;
19/10/2020;21:00:00;BA;110;697_110BA249734;251000;C;IZV-6C04;percurso;4000;4000;;;
19/10/2020;21:00:00;BA;110;697_110BA249734;253000;C;IZV-6C04;percurso;2000;2000;;;
19/10/2020;21:00:00;BA;110;697_110BA249734;263000;C;IZV-6C04;percurso;10000;10000;;;
19/10/2020;21:00:00;BA;110;697_110BA249734;266000;C;IZV-6C04;percurso;3000;3000;;;
19/10/2020;21:00:00;BA;110;697_110BA249734;276000;C;IZV-6C04;percurso;10000;10000;;;
19/10/2020;21:00:00;BA;110;697_110BA249734;279000;C;IZV-6C04;percurso;3000;3000;;;
19/10/2020;21:00:00;BA;110;698_110BA279817;280000;C;IZV-6C04;percurso;1000;1000;;;
19/10/2020;21:00:00;BA;110;698_110BA279817;282000;C;IZV-6C04;percurso;2000;2000;;;
19/10/2020;21:00:00;BA;110;699_110BA282779;285000;C;IZV-6C04;percurso;3000;3000;;;
19/10/2020;21:00:00;BA;110;700_110BA291449;292000;C;IZV-6C04;percurso;7000;7000;;;
19/10/2020;21:00:00;BA;110;700_110BA291449;295000;C;IZV-6C04;percurso;3000;3000;;;
19/10/2020;21:00:00;BA;110;700_110BA291449;305000;C;IZV-6C04;percurso;10000;10000;;;
19/10/2020;21:00:00;BA;110;700_110BA291449;308000;C;IZV-6C04;percurso;3000;3000;;;
19/10/2020;21:00:00;BA;110;701_110BA310123;311000;C;IZV-6C04;percurso;3000;3000;;;
19/10/2020;21:00:00;BA;110;701_110BA310123;321000;C;IZV-6C04;percurso;10000;10000;;;
19/10/2020;21:00:00;BA;110;701_110BA310123;324000;C;IZV-6C04;percurso;3000;3000;;;
19/10/2020;21:00:00;BA;110;701_110BA310123;327000;C;IZV-6C04;percurso;3000;3000;;;
19/10/2020;21:00:00;BA;110;702_110BA341400;343000;C;IZV-6C04;percurso;16000;16000;;;
19/10/2020;21:00:00;BA;110;703_110BA345865;346000;C;IZV-6C04;percurso;3000;3000;;;
19/10/2020;21:00:00;BA;110;703_110BA345865;359000;C;IZV-6C04;percurso;13000;13000;;;
19/10/2020;21:00:00;BA;110;703_110BA345865;363000;C;IZV-6C04;percurso;4000;4000;;;
19/10/2020;21:00:00;BA;110;703_110BA345865;366000;C;IZV-6C04;fim_dia;3000;3000;;;
20/10/2020;21:00:00;BA;110;705_110BA371999;375000;C;IZV-6C04;percurso;0;0;;;
20/10/2020;21:00:00;BA;110;705_110BA371999;376000;C;IZV-6C04;percurso;1000;1000;;;
20/10/2020;21:00:00;BA;110;705_110BA371999;378000;C;IZV-6C04;percurso;2000;2000;;;
20/10/2020;21:00:00;BA;110;705_110BA371999;382000;C;IZV-6C04;percurso;4000;4000;;;
20/10/2020;21:00:00;BA;110;706_110BA383806;385000;C;IZV-6C04;percurso;3000;3000;;;
20/10/2020;21:00:00;BA;110;707_110BA395229;398000;C;IZV-6C04;percurso;13000;13000;;;
20/10/2020;21:00:00;BA;110;707_110BA395229;399000;C;IZV-6C04;percurso;1000;1000;;;
20/10/2020;21:00:00;BA;110;707_110BA395229;401000;C;IZV-6C04;percurso;2000;2000;;;
20/10/2020;21:00:00;BA;110;707_110BA395229;402000;C;IZV-6C04;fim_dia;1000;1000;;;
21/10/2020;21:00:00;BA;116;712_116BA000520;1000;C;IZV-6C04;percurso;0;0;;;
21/10/2020;21:00:00;BA;116;712_116BA000520;3000;C;IZV-6C04;percurso;2000;2000;;;
21/10/2020;21:00:00;BA;116;712_116BA000520;6000;C;IZV-6C04;percurso;3000;3000;;;
21/10/2020;21:00:00;BA;116;713_116BA009359;19000;C;IZV-6C04;percurso;13000;13000;;;
21/10/2020;21:00:00;BA;116;713_116BA009359;22000;C;IZV-6C04;percurso;3000;3000;;;
21/10/2020;21:00:00;BA;116;713_116BA009359;25000;C;IZV-6C04;percurso;3000;3000;;;
21/10/2020;21:00:00;BA;116;713_116BA009359;28000;C;IZV-6C04;percurso;3000;3000;;;
21/10/2020;21:00:00;BA;116;713_116BA009359;35000;C;IZV-6C04;percurso;7000;7000;;;
21/10/2020;21:00:00;BA;116;713_116BA009359;38000;C;IZV-6C04;percurso;3000;3000;;;
21/10/2020;21:00:00;BA;116;713_116BA009359;41000;C;IZV-6C04;percurso;3000;3000;;;
21/10/2020;21:00:00;BA;116;713_116BA009359;44000;C;IZV-6C04;percurso;3000;3000;;;
21/10/2020;21:00:00;BA;116;714_116BA047072;54000;C;IZV-6C04;percurso;10000;10000;;;
21/10/2020;21:00:00;BA;116;714_116BA047072;57000;C;IZV-6C04;percurso;3000;3000;;;
21/10/2020;21:00:00;BA;116;714_116BA047072;61000;C;IZV-6C04;percurso;4000;4000;;;
21/10/2020;21:00:00;BA;116;714_116BA047072;70000;C;IZV-6C04;percurso;9000;9000;;;
21/10/2020;21:00:00;BA;116;714_116BA047072;73000;C;IZV-6C04;fim_dia;3000;3000;;;
23/10/2020;21:00:00;BA;116;722_116BA074954;76000;C;IZV-6C04;percurso;0;0;;;
23/10/2020;21:00:00;BA;116;723_116BA088056;89000;C;IZV-6C04;percurso;13000;13000;;;
23/10/2020;21:00:00;BA;116;723_116BA088056;92000;C;IZV-6C04;percurso;3000;3000;;;
23/10/2020;21:00:00;BA;116;723_116BA088056;95000;C;IZV-6C04;percurso;3000;3000;;;
23/10/2020;21:00:00;BA;116;723_116BA088056;105000;C;IZV-6C04;percurso;10000;10000;;;
23/10/2020;21:00:00;BA;116;723_116BA088056;115000;C;IZV-6C04;percurso;10000;10000;;;
23/10/2020;21:00:00;BA;116;723_116BA088056;118000;C;IZV-6C04;percurso;3000;3000;;;
23/10/2020;21:00:00;BA;116;723_116BA088056;121000;C;IZV-6C04;percurso;3000;3000;;;
23/10/2020;21:00:00;BA;116;723_116BA088056;125000;C;IZV-6C04;percurso;4000;4000;;;
23/10/2020;21:00:00;BA;116;723_116BA088056;128000;C;IZV-6C04;percurso;3000;3000;;;
